水产,虾仁,33.0,34.0,35.0,鲜,,斤,2023-04-20 00:00:00
水产,琵琶虾,40.0,45.0,50.0,活,,斤,2023-04-20 00:00:00
水产,基围虾,250.0,260.0,270.0,30-50头/活,,斤,2023-04-20 00:00:00
水产,波士顿龙虾,160.0,190.0,220.0,活,,斤,2023-04-20 00:00:00
水产,母梭子蟹,130.0,140.0,150.0,250g左右,,斤,2023-04-20 00:00:00
水产,公梭子蟹,95.0,102.5,110.0,250g左右,,斤,2023-04-20 00:00:00
水产,珍宝蟹,90.0,100.0,110.0,活,,斤,2023-04-20 00:00:00
水产,帝王蟹,250.0,265.0,280.0,活,,斤,2023-04-20 00:00:00
水产,面包蟹,110.0,115.0,120.0,活,,斤,2023-04-20 00:00:00
水产,鲍鱼,10.0,11.5,13.0,6-7头,,个,2023-04-20 00:00:00
水产,鲍鱼,7.0,8.0,9.0,8-9头,,个,2023-04-20 00:00:00
水产,鲍鱼,4.0,4.5,5.0,10-12头,,个,2023-04-20 00:00:00
水产,扇贝,40.0,42.5,45.0,>16cm/活,,斤,2023-04-20 00:00:00
水产,扇贝,32.0,32.5,33.0,10-12cm/活,,斤,2023-04-20 00:00:00
水产,扇贝,31.0,31.5,32.0,7-9cm/活,,斤,2023-04-20 00:00:00
水产,小红扇贝,4.0,4.5,5.0,活,,斤,2023-04-20 00:00:00
水产,赤贝,18.0,18.5,19.0,活,,斤,2023-04-20 00:00:00
水产,花螺,32.0,41.0,50.0,活,,斤,2023-04-20 00:00:00
水产,钉螺,5.0,5.5,6.0,活,,斤,2023-04-20 00:00:00
水产,海螺,23.0,23.5,24.0,活（小）,,斤,2023-04-20 00:00:00
蔬菜,彩椒,5.0,5.5,6.0,红\黄,鲁冀,斤,2023-04-20 00:00:00
蔬菜,白萝卜,0.5,0.6,0.7,,川冀,斤,2023-04-20 00:00:00
蔬菜,心里美,0.5,0.55,0.6,泥\洗,冀,斤,2023-04-20 00:00:00
蔬菜,卞萝卜,0.4,0.5,0.6,洗,冀,斤,2023-04-20 00:00:00
蔬菜,小水萝卜,0.7,0.85,1.0,,鲁,斤,2023-04-20 00:00:00
蔬菜,青萝卜,0.4,0.7,1.0,存\新,冀津鲁,斤,2023-04-20 00:00:00
蔬菜,胡萝卜,0.9,1.2,1.5,泥,鲁闽,斤,2023-04-20 00:00:00
蔬菜,胡萝卜,0.8,1.0,1.2,洗,闽,斤,2023-04-20 00:00:00
蔬菜,土豆,1.8,2.0,2.2,新,云鲁,斤,2023-04-20 00:00:00
蔬菜,土豆,1.4,1.55,1.7,老,冀,斤,2023-04-20 00:00:00
蔬菜,葱头,0.9,1.15,1.4,黄,甘黑云,斤,2023-04-20 00:00:00
蔬菜,葱头,0.8,1.0,1.2,红,蒙甘,斤,2023-04-20 00:00:00
蔬菜,山药,5.5,5.75,6.0,脆,鲁,斤,2023-04-20 00:00:00
蔬菜,山药,4.8,5.15,5.5,麻,冀,斤,2023-04-20 00:00:00
蔬菜,山药,6.5,7.5,8.5,铁棍,豫冀,斤,2023-04-20 00:00:00
蔬菜,莲藕,2.0,2.15,2.3,泥\洗,津,斤,2023-04-20 00:00:00
蔬菜,红薯,1.6,1.7,1.8,龙薯九,冀,斤,2023-04-20 00:00:00
蔬菜,红薯,2.4,2.6,2.8,西瓜红\烟薯,冀粤,斤,2023-04-20 00:00:00
蔬菜,紫薯,1.8,2.55,3.3,,冀闽,斤,2023-04-20 00:00:00
蔬菜,荸荠,2.0,2.25,2.5,,皖,斤,2023-04-20 00:00:00
蔬菜,大白菜,0.3,0.35,0.4,,冀鲁,斤,2023-04-20 00:00:00
蔬菜,娃娃菜,0.7,0.8,0.9,,冀云,斤,2023-04-20 00:00:00
蔬菜,小白菜,0.6,0.75,0.9,,冀,斤,2023-04-20 00:00:00
蔬菜,圆白菜,0.4,0.75,1.1,,冀苏,斤,2023-04-20 00:00:00
蔬菜,紫甘蓝,0.75,0.83,0.9,,云闽,斤,2023-04-20 00:00:00
蔬菜,芹菜,0.7,0.8,0.9,,津冀京,斤,2023-04-20 00:00:00
蔬菜,西芹,1.7,1.85,2.0,,鲁辽,斤,2023-04-20 00:00:00
蔬菜,菠菜,0.8,1.05,1.3,长\短,冀鲁,斤,2023-04-20 00:00:00
蔬菜,莴笋,1.0,1.15,1.3,,鲁津,斤,2023-04-20 00:00:00
蔬菜,团生菜,1.0,1.25,1.5,,冀京,斤,2023-04-20 00:00:00
蔬菜,散叶生菜,1.0,1.15,1.3,,冀辽,斤,2023-04-20 00:00:00
蔬菜,罗马生菜,1.6,1.7,1.8,,云,斤,2023-04-20 00:00:00
蔬菜,油菜,0.8,0.95,1.1,大\小,鲁京,斤,2023-04-20 00:00:00
蔬菜,香菜,3.0,3.25,3.5,,冀,斤,2023-04-20 00:00:00
蔬菜,茴香,1.8,1.9,2.0,,冀,斤,2023-04-20 00:00:00
蔬菜,韭菜,1.0,1.1,1.2,,冀,斤,2023-04-20 00:00:00
蔬菜,苦菊,2.0,2.25,2.5,,冀辽,斤,2023-04-20 00:00:00
蔬菜,油麦菜,1.5,1.65,1.8,,冀辽,斤,2023-04-20 00:00:00
蔬菜,散菜花,1.8,2.3,2.8,,云苏陕,斤,2023-04-20 00:00:00
蔬菜,绿菜花,2.5,2.9,3.3,,云浙苏陕豫,斤,2023-04-20 00:00:00
蔬菜,绿豆芽,0.95,0.98,1.0,,,斤,2023-04-20 00:00:00
蔬菜,黄豆芽,0.85,0.88,0.9,,,斤,2023-04-20 00:00:00
蔬菜,番茄,1.5,2.0,2.5,黑框,蒙冀鲁,斤,2023-04-20 00:00:00
蔬菜,番茄,2.3,2.65,3.0,纸箱\泡沫箱,冀蒙甘,斤,2023-04-20 00:00:00
蔬菜,番茄,3.0,3.4,3.8,白框,鲁蒙,斤,2023-04-20 00:00:00
蔬菜,黄瓜,1.0,1.3,1.6,袋\箱,鲁辽,斤,2023-04-20 00:00:00
蔬菜,黄瓜,1.5,1.9,2.3,干花\鲜花,冀,斤,2023-04-20 00:00:00
蔬菜,小黄瓜,2.5,3.5,4.5,旱\荷兰,辽鲁,斤,2023-04-20 00:00:00
蔬菜,茄子,1.0,1.4,1.8,,云冀鲁,斤,2023-04-20 00:00:00
蔬菜,长茄,1.4,1.7,2.0,,冀辽,斤,2023-04-20 00:00:00
蔬菜,线茄,2.5,3.75,5.0,袋\箱,冀京,斤,2023-04-20 00:00:00
蔬菜,广茄,1.7,2.95,4.2,,京云,斤,2023-04-20 00:00:00
蔬菜,冬瓜,0.9,1.0,1.1,吊,桂,斤,2023-04-20 00:00:00
蔬菜,冬瓜,0.6,0.65,0.7,地,桂,斤,2023-04-20 00:00:00
蔬菜,毛冬瓜,1.4,1.45,1.5,长\小,冀,斤,2023-04-20 00:00:00
蔬菜,架豆,3.5,3.9,4.3,,云鲁,斤,2023-04-20 00:00:00
蔬菜,豆王,4.0,4.5,5.0,,云鲁,斤,2023-04-20 00:00:00
蔬菜,扁豆,3.0,3.5,4.0,,云鲁,斤,2023-04-20 00:00:00
蔬菜,豇豆,4.0,4.75,5.5,,海鲁桂云冀,斤,2023-04-20 00:00:00
蔬菜,白不老,4.0,4.25,4.5,,鲁辽,斤,2023-04-20 00:00:00
肉禽蛋,五花头,8.0,8.25,8.5,,,斤,2023-04-20 00:00:00
肉禽蛋,纯通脊,10.0,10.5,11.0,,,斤,2023-04-20 00:00:00
肉禽蛋,通脊,7.5,8.0,8.5,,,斤,2023-04-20 00:00:00
肉禽蛋,小里脊,10.0,10.5,11.0,,,斤,2023-04-20 00:00:00
肉禽蛋,梅花肉,10.0,10.25,10.5,,,斤,2023-04-20 00:00:00
肉禽蛋,纯瘦肉,9.0,9.5,10.0,,,斤,2023-04-20 00:00:00
肉禽蛋,护心肉,14.0,14.0,14.0,鲜,,斤,2023-04-20 00:00:00
肉禽蛋,前肘,8.5,9.0,9.5,,,斤,2023-04-20 00:00:00
肉禽蛋,后肘（带骨）,7.0,7.5,8.0,,,斤,2023-04-20 00:00:00
肉禽蛋,后肘（去骨）,8.5,8.75,9.0,,,斤,2023-04-20 00:00:00
肉禽蛋,猪尾巴,45.0,46.0,47.0,,,斤,2023-04-20 00:00:00
肉禽蛋,猪蹄,20.0,20.0,20.0,,,斤,2023-04-20 00:00:00
肉禽蛋,纯排骨,17.5,18.75,20.0,,,斤,2023-04-20 00:00:00
肉禽蛋,纯腔骨,7.0,7.5,8.0,,,斤,2023-04-20 00:00:00
肉禽蛋,腔排骨,12.0,12.5,13.0,,,斤,2023-04-20 00:00:00
肉禽蛋,梅花骨,8.0,9.0,10.0,,,斤,2023-04-20 00:00:00
肉禽蛋,棒骨,7.0,8.0,9.0,,,斤,2023-04-20 00:00:00
肉禽蛋,猪头,9.5,9.75,10.0,,,斤,2023-04-20 00:00:00
肉禽蛋,猪口条,16.0,16.0,16.0,,,斤,2023-04-20 00:00:00
肉禽蛋,猪耳,27.0,27.0,27.0,,,斤,2023-04-20 00:00:00
蔬菜,芋头,5.5,6.0,6.5,,鲁,斤,2023-04-20 00:00:00
蔬菜,姜,5.0,5.5,6.0,姜头,鲁,斤,2023-04-20 00:00:00
蔬菜,姜,8.0,9.5,11.0,整姜,鲁,斤,2023-04-20 00:00:00
蔬菜,大蒜,2.6,3.25,3.9,新,云豫,斤,2023-04-20 00:00:00
蔬菜,大蒜,3.0,3.7,4.4,老,豫苏鲁,斤,2023-04-20 00:00:00
蔬菜,蒜米,3.7,4.1,4.5,机剥\手工,鲁,斤,2023-04-20 00:00:00
蔬菜,大葱,0.6,0.65,0.7,净,苏,斤,2023-04-20 00:00:00
蔬菜,小葱,0.75,1.03,1.3,,冀豫,斤,2023-04-20 00:00:00
蔬菜,蒜苗,2.3,3.65,5.0,新,豫苏,斤,2023-04-20 00:00:00
蔬菜,蒜黄,4.5,4.75,5.0,,冀,斤,2023-04-20 00:00:00
蔬菜,青蒜,1.3,1.4,1.5,,鲁,斤,2023-04-20 00:00:00
蔬菜,平菇,4.0,4.25,4.5,,冀京,斤,2023-04-20 00:00:00
